area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Goodwood Heights,House,NA,15,6,30,817,760,795,840,131,3.92,6.6942,0.1615,724,901
Hillpark North,Flat,2,6,0,24,534,484,518,568,86,3.75,6.2706,0.1564,476,588
Hillpark North,House,2,12,6,21,588,515,550,605,127,3.43,6.3594,0.1844,510,654
Hillpark North,House,3,18,15,54,683,670,695,725,61,3.84,6.5222,0.0975,637,726
Hillpark North,House,4,6,9,21,822,745,788,875,104,3.7,6.7049,0.1219,752,886
Hillpark North,House,NA,12,0,24,688,620,660,700,101,4,6.524,0.1376,621,748
Hilltop (Auckland),Flat,2,6,3,12,531,496,550,638,222,3.52,6.1532,0.6198,310,714
Hilltop (Auckland),House,1,9,0,12,658,490,620,725,231,3.86,6.4433,0.3078,511,773
Hilltop (Auckland),House,2,9,9,30,567,535,550,560,73,3.54,6.3342,0.1178,520,610
Hilltop (Auckland),House,3,33,27,78,708,673,700,723,66,3.94,6.558,0.087,665,747
Hilltop (Auckland),House,4,24,21,87,789,764,783,813,40,4,6.669,0.0499,762,815
Hilltop (Auckland),House,5+,12,6,30,1000,799,940,1109,234,3.93,6.8845,0.2212,842,1134
Hilltop (Auckland),House,NA,30,12,39,825,705,763,828,235,4,6.6815,0.2557,671,948
Homai East,Apartment,1,6,3,12,448,443,480,480,66,4,6.093,0.1663,396,495
Homai East,Flat,1,6,6,12,501,419,438,520,154,2.98,6.1865,0.2753,404,585
Homai East,Flat,2,18,12,51,544,514,535,585,70,3.93,6.2917,0.1305,495,590
Homai East,House,1,9,3,12,579,550,580,650,103,3.99,6.3456,0.2008,498,653
Homai East,House,2,21,15,60,557,545,560,595,107,3.94,6.2957,0.2659,453,649
Homai East,House,3,48,36,153,686,633,665,695,310,3.51,6.4803,0.2926,535,794
Homai East,House,4,15,15,39,758,728,760,805,95,3.92,6.622,0.1375,685,824
Homai East,House,NA,18,6,30,679,633,700,743,128,4,6.4986,0.2392,565,781
Homai West,House,1,15,3,21,687,675,680,690,78,3.93,6.5258,0.1143,632,737
Homai West,House,2,21,33,48,574,545,600,630,111,4.03,6.3216,0.2919,457,678
Homai West,House,3,84,87,228,700,650,680,700,239,3.85,6.5229,0.2205,587,790
Homai West,House,4,15,15,51,754,700,770,798,69,3.96,6.6213,0.0948,704,801
Homai West,House,5+,6,6,21,905,770,885,1060,194,4,6.7884,0.2177,766,1028
Homai West,House,NA,63,24,87,627,580,650,690,120,4,6.4144,0.2652,511,730
Karaka Creek,House,3,6,3,12,772,713,750,750,105,4,6.6417,0.1251,704,834
Karaka Creek,House,4,6,6,15,870,733,850,988,191,3.57,6.7504,0.2192,737,991
Manukau Central,Apartment,1,51,42,144,486,440,460,535,60,3.83,6.1794,0.1195,445,523
Manukau Central,Apartment,2,24,15,54,586,548,550,623,67,3.91,6.3682,0.1085,542,627
Manukau Central,Apartment,NA,6,3,15,490,418,490,533,85,4,6.1819,0.173,431,544
Manukau Central,House,1,27,6,27,493,410,465,540,105,3.99,6.1806,0.1947,424,551
Manukau Central,House,2,6,6,12,683,618,685,750,78,4,6.5208,0.1148,629,734
Manukau Central,House,NA,123,15,126,491,400,500,530,103,3.98,6.1772,0.1955,422,550
Maraetai,House,1,6,3,9,640,618,670,693,83,4,6.4546,0.1377,579,697
Maraetai,House,2,15,12,36,633,570,620,645,146,3.82,6.4286,0.2114,537,714
Maraetai,House,3,15,9,42,771,690,760,785,215,3.81,6.6206,0.2286,643,875
Maraetai,House,4,12,6,33,966,880,895,950,180,3.82,6.8604,0.1598,856,1062
Maraetai,House,5+,6,0,15,925,860,900,965,127,4,6.823,0.1335,840,1005
Maraetai,House,NA,9,9,12,743,650,750,825,155,3.87,6.5911,0.2146,630,842
Mission Heights North,Apartment,2,12,6,24,602,563,600,643,45,3.93,6.3969,0.0752,570,631
Mission Heights North,House,1,6,3,3,714,486,733,960,300,3.72,6.4974,0.4507,490,899
Mission Heights North,House,3,15,12,30,680,650,700,730,84,3.85,6.5144,0.1308,618,737
Mission Heights North,House,4,6,0,30,750,738,750,763,41,3.28,6.619,0.0545,722,777
Mission Heights North,House,5,6,0,15,965,950,965,980,17,4.02,6.872,0.018,953,977
Mission Heights North,House,5+,15,15,63,1006,920,995,1050,104,3.78,6.9089,0.0988,937,1070
Mission Heights North,House,NA,21,12,36,914,670,980,1050,236,4,6.7817,0.2841,728,1068
Mission Heights South,Apartment,1,12,12,27,499,500,500,500,3,3.57,6.2132,0.0054,497,501
Mission Heights South,House,1,6,3,6,770,476,618,911,438,2.64,6.5385,0.5195,487,981
Mission Heights South,House,2,6,6,12,585,448,550,660,187,2.97,6.3319,0.3044,458,690
Mission Heights South,House,3,9,9,39,730,700,720,755,37,3.9,6.5913,0.0502,704,754
Mission Heights South,House,4,15,12,42,901,808,860,920,162,3.74,6.7907,0.1624,797,993
Mission Heights South,House,5,12,3,15,939,950,1000,1050,248,3.93,6.7894,0.4116,673,1173
Mission Heights South,House,5+,15,9,45,988,940,980,1180,280,3.62,6.8499,0.3378,751,1185
Mission Heights South,House,NA,15,9,30,790,623,820,830,203,4.05,6.6401,0.2634,641,914
Ormiston East,Apartment,2,9,15,21,585,590,600,615,52,3.85,6.3678,0.0942,547,621
Ormiston East,Boarding House,NA,6,0,3,470,425,510,555,128,2.95,6.1195,0.3113,369,561
Ormiston East,Flat,1,6,3,6,370,345,360,385,43,3.29,5.9086,0.1135,341,397
Ormiston East,Flat,2,30,15,42,528,480,518,570,59,3.36,6.2629,0.1105,487,565
Ormiston East,House,1,21,0,21,629,555,595,648,174,3.84,6.4175,0.2176,529,709
Ormiston East,House,2,36,30,66,608,560,633,680,89,3.45,6.3984,0.1643,538,671
Ormiston East,House,3,42,36,78,699,680,695,725,56,3.75,6.5471,0.0801,661,736
Ormiston East,House,4,6,3,15,789,745,790,828,70,3.86,6.667,0.0883,741,834
Ormiston East,House,5+,39,27,78,1254,1050,1250,1400,567,3.63,7.0504,0.4359,860,1548
Ormiston East,House,NA,135,18,162,784,610,680,845,489,3.81,6.5745,0.4037,546,941
Ormiston East,Room,NA,9,3,9,369,250,330,515,155,2.77,5.8208,0.4595,247,460
Ormiston North,Apartment,2,6,0,3,584,540,583,626,67,4,6.3645,0.1147,538,628
Ormiston North,House,3,6,3,15,764,735,755,775,55,4.05,6.6361,0.0694,727,799
Ormiston North,House,4,21,12,63,840,800,850,855,71,3.69,6.7309,0.0783,795,883
Ormiston North,House,5+,6,6,33,978,943,950,988,64,4,6.8841,0.0634,936,1019
Ormiston North,House,NA,21,3,24,753,650,780,850,218,4.13,6.5695,0.3762,553,919
Ormiston South,Flat,2,30,15,51,529,500,530,573,56,3.18,6.2647,0.1076,489,565
Ormiston South,House,1,9,3,12,943,710,960,1100,340,4,6.7806,0.4116,667,1162
Ormiston South,House,2,15,12,27,488,500,530,560,132,3.15,6.1372,0.3886,356,601
Ormiston South,House,4,36,12,72,924,830,860,896,388,3.66,6.7907,0.2275,763,1037
Ormiston South,House,5+,24,18,96,1066,990,1088,1290,322,3.79,6.9116,0.3855,774,1302
Ormiston South,House,NA,51,12,84,940,750,920,1113,287,3.96,6.7959,0.3294,716,1117
Otara East,House,2,9,6,21,579,553,585,608,67,4,6.3559,0.1178,532,624
Otara East,House,3,42,30,117,737,650,680,700,350,3.71,6.554,0.259,590,836
Otara East,House,4,6,3,27,708,665,680,755,60,4,6.56,0.083,668,747
Otara East,House,NA,9,9,15,624,590,600,645,70,4,6.4316,0.1072,578,668
Otara South,House,2,9,6,12,580,540,580,620,49,3.73,6.3599,0.085,546,612
Otara South,House,3,21,24,93,666,630,650,693,136,3.84,6.4815,0.2096,567,752
Otara South,House,4,9,6,30,749,695,735,785,80,3.96,6.6136,0.1033,695,799
Otara South,House,NA,9,3,18,603,620,650,700,205,4,6.261,0.7281,321,856
Papatoetoe East,Apartment,2,9,3,9,558,560,560,565,40,4,6.3218,0.0737,530,585
Papatoetoe East,Flat,1,6,3,15,409,401,428,435,54,3.74,6.0061,0.1402,369,446
Papatoetoe East,Flat,2,9,12,48,577,569,580,585,42,3.97,6.3552,0.0742,547,605
Papatoetoe East,House,1,15,3,18,615,500,650,688,196,3.52,6.3765,0.3115,476,725
Papatoetoe East,House,2,21,21,48,597,550,595,630,69,3.74,6.3864,0.1135,550,641
Papatoetoe East,House,3,42,36,144,668,650,680,718,79,3.77,6.4955,0.1369,604,726
Papatoetoe East,House,4,18,12,69,739,678,728,793,70,3.88,6.6008,0.0933,691,783
Papatoetoe East,House,NA,36,15,54,744,675,750,850,130,3.98,6.596,0.1901,644,832
Papatoetoe South,Boarding House,1,6,0,3,225,216,223,231,19,3,5.4135,0.0821,212,237
Papatoetoe South,Boarding House,NA,9,0,3,252,235,250,268,35,3,5.5219,0.1378,228,274
Papatoetoe South,Flat,1,9,9,33,423,420,420,435,39,4,6.0431,0.0964,395,449
Papatoetoe South,Flat,2,21,15,81,565,536,573,590,45,3.98,6.3338,0.0794,534,594
Papatoetoe South,Flat,3,9,6,15,574,410,620,730,151,3.83,6.3188,0.2816,459,671
Papatoetoe South,House,1,21,6,27,595,580,595,628,72,4.15,6.3802,0.133,539,645
Papatoetoe South,House,2,33,42,111,604,563,600,650,60,3.73,6.3983,0.0996,562,643
Papatoetoe South,House,3,27,27,135,710,670,715,735,60,3.86,6.5622,0.084,669,749
Papatoetoe South,House,4,12,15,30,812,790,810,850,69,4,6.696,0.0904,761,860
Papatoetoe South,House,5+,6,3,15,1067,958,980,1145,189,3.32,6.9602,0.1672,941,1180
Papatoetoe South,House,NA,66,24,93,638,580,615,730,115,4.01,6.4427,0.1838,555,711
Papatoetoe South,Room,NA,6,3,6,288,280,285,305,25,4,5.661,0.0874,271,305
Papatoetoe South West,Flat,2,15,12,57,510,475,510,550,41,4,6.232,0.0809,482,537
Papatoetoe South West,House,2,18,15,36,694,575,605,665,272,3.45,6.4968,0.2802,549,801
Papatoetoe South West,House,3,30,36,99,875,648,668,693,1172,2.87,6.5622,0.4545,521,962
Papatoetoe South West,House,4,6,6,21,846,843,850,850,54,4,6.739,0.0644,809,882
Papatoetoe South West,House,NA,21,6,33,658,598,670,735,229,4,6.4115,0.4514,449,825
Puhinui East,Apartment,2,6,3,9,540,508,533,576,54,4,6.2872,0.0993,503,575
Puhinui East,Flat,2,12,9,78,553,513,555,590,52,4,6.3116,0.0958,516,588
Puhinui East,House,1,6,3,9,619,498,575,700,162,3.44,6.4007,0.2423,511,709
Puhinui East,House,2,12,6,36,562,536,563,588,41,3.6,6.3291,0.0729,534,589
Puhinui East,House,3,18,18,72,679,608,695,728,90,3.53,6.5117,0.1386,613,739
Puhinui East,House,4,6,6,24,765,705,775,835,90,4,6.6345,0.1199,702,825
Puhinui East,House,5+,6,3,6,910,823,900,988,153,4,6.8029,0.1681,804,1009
Puhinui East,House,NA,15,9,30,768,750,750,778,79,4,6.6395,0.0997,715,818
Puhinui North,Flat,2,15,21,111,508,503,530,568,125,4.04,6.1609,0.4884,341,659
Puhinui North,House,1,9,3,12,533,488,510,550,97,3.91,6.2656,0.1667,470,589
Puhinui North,House,2,27,12,84,544,541,590,635,161,3.74,6.2143,0.5063,355,703
Puhinui North,House,3,27,18,93,708,680,700,738,80,3.8,6.5556,0.1175,650,761
Puhinui North,House,NA,24,9,33,723,645,750,800,137,3.98,6.5637,0.2063,617,815
Puhinui South,Flat,2,12,6,33,725,528,573,610,555,3.15,6.4584,0.4355,476,856
Puhinui South,House,1,6,0,9,620,584,623,650,39,3.47,6.4281,0.0632,593,646
Puhinui South,House,3,27,24,90,703,675,700,710,72,4.03,6.5503,0.0954,656,746
Puhinui South,House,NA,21,6,27,658,643,728,791,203,3.95,6.3876,0.5772,403,877
Redcastle,House,1,9,0,9,546,443,560,595,136,3.64,6.2777,0.2434,452,628
Redcastle,House,2,15,15,51,611,568,605,645,64,3.65,6.411,0.1006,569,651
Redcastle,House,3,12,9,42,732,708,750,753,42,3.86,6.5937,0.0598,702,761
Redcastle,House,4,30,30,126,807,786,820,850,72,3.93,6.6886,0.097,752,858
Redcastle,House,5+,12,9,21,948,880,893,1000,115,3.92,6.8487,0.1119,874,1017
Rongomai East,House,1,6,0,6,665,628,630,668,77,4,6.4951,0.1097,615,713
Rongomai East,House,3,24,12,108,658,615,650,700,67,4.1,6.4848,0.1036,611,703
Rongomai West,House,3,12,9,51,634,585,623,678,56,3.9,6.4485,0.0883,595,671
Rongomai West,House,4,6,9,12,733,673,690,750,114,4,6.5881,0.1461,658,802
Rowandale West,House,1,9,0,6,644,605,660,715,101,4.18,6.4565,0.169,568,714
Rowandale West,House,2,12,12,27,573,543,555,609,56,4,6.3469,0.0971,535,609
Rowandale West,House,3,48,48,174,682,600,660,723,113,3.9,6.5126,0.1555,607,748
Rowandale West,House,4,9,3,36,763,750,750,795,67,3.84,6.6337,0.0892,716,807
Rowandale West,House,NA,42,15,51,654,593,690,715,154,4.04,6.4378,0.3576,491,796
Sunkist Bay,Apartment,2,6,3,6,570,540,555,585,42,3.53,6.3436,0.0727,542,597
Sunkist Bay,House,2,24,21,69,560,516,573,611,68,3.87,6.3209,0.1268,510,606
Sunkist Bay,House,3,27,24,75,717,679,720,760,66,3.93,6.5712,0.0927,671,760
Sunkist Bay,House,4,21,21,57,861,780,830,860,150,3.87,6.7464,0.1492,770,941
Sunkist Bay,House,NA,9,12,15,786,665,800,930,182,3.89,6.6395,0.2565,643,909
Te Puru,Apartment,2,6,6,12,631,581,625,675,94,4,6.4393,0.1493,566,692
Te Puru,House,1,6,0,6,752,713,755,854,123,3.86,6.6099,0.1735,660,835
Te Puru,House,2,21,15,36,607,595,600,628,43,4,6.4066,0.073,577,636
Te Puru,House,3,9,15,39,772,755,783,800,50,3.36,6.6464,0.0667,736,805
Te Puru,House,4,21,24,72,935,850,950,975,80,3.99,6.8368,0.0852,879,987
Te Puru,House,5+,6,15,27,1090,925,1140,1280,218,3.41,6.9764,0.2076,931,1232
Te Puru,House,NA,45,30,78,858,780,880,960,190,3.97,6.7258,0.2543,702,990
The Gardens (Auckland),House,2,6,6,6,530,525,545,550,34,3.49,6.2713,0.0656,506,553
The Gardens (Auckland),House,3,12,6,42,748,760,780,828,174,3.96,6.576,0.3431,569,905
The Gardens (Auckland),House,4,15,21,69,823,795,838,863,70,3.87,6.7092,0.0876,773,870
The Gardens (Auckland),House,5,6,0,6,951,903,993,1041,226,4,6.8338,0.2613,779,1108
The Gardens (Auckland),House,NA,18,3,24,917,815,873,1059,160,3.89,6.8071,0.1742,804,1017
Totara Heights,House,3,24,18,87,701,655,715,748,57,3.85,6.5494,0.0833,661,739
Totara Heights,House,4,9,9,42,777,705,780,823,80,4.1,6.6509,0.1024,722,829
Totara Heights,House,5+,6,6,12,1075,925,975,1125,290,3.65,6.9557,0.2478,888,1240
Totara Heights,House,NA,18,6,21,799,730,750,850,110,3.92,6.6753,0.1334,724,867
Turanga,House,3,6,6,30,670,650,650,700,73,3.63,6.5021,0.1084,620,717
Turanga,House,4,6,12,33,992,838,975,1075,218,3.84,6.88,0.2143,842,1124
Turanga,House,5+,6,3,15,1313,915,1048,1383,620,3.2,7.1056,0.3985,932,1595
Turanga,House,NA,6,6,18,919,860,865,885,251,4,6.7956,0.2412,760,1052
Tuscany Heights,Flat,2,6,3,3,520,495,515,540,39,3.3,6.2517,0.0747,493,546
Tuscany Heights,House,5+,6,6,12,1244,1150,1325,1575,486,4.18,7.0213,0.5725,761,1648
Wiri East,Apartment,1,27,9,30,462,400,480,500,69,4.01,6.1228,0.1596,410,508
Wiri East,Apartment,2,6,6,6,631,621,640,650,26,4,6.4471,0.0417,613,649
Wiri East,Boarding House,NA,9,0,9,327,327,327,327,,2,5.79,0,327,327
Wiri East,House,1,12,3,15,617,580,610,650,86,4,6.4156,0.1367,557,670
Wiri East,House,2,27,30,78,601,590,600,610,30,3.89,6.397,0.0497,580,620
Wiri East,House,3,30,27,99,651,629,665,691,63,3.91,6.4731,0.1042,604,695
Wiri East,House,4,6,0,18,795,758,790,828,48,4,6.677,0.0601,762,827
Wiri East,House,NA,63,9,84,519,433,488,613,108,4.03,6.2305,0.2058,442,584
Wiri West,House,1,6,0,3,590,590,590,590,,3.75,6.3801,0,590,590
Wiri West,House,2,9,9,18,601,605,610,620,43,2.71,6.3958,0.0788,568,632
Wiri West,House,NA,54,6,54,594,580,610,633,65,3.82,6.38,0.1182,545,639
Wiri West,Room,1,120,66,99,526,475,500,550,93,2.95,6.2558,0.1219,480,566
Alfriston,House,1,9,9,9,671,563,700,800,179,4.38,6.4733,0.2966,530,791
Alfriston,House,2,15,3,24,561,460,600,648,209,3.83,6.2459,0.4592,378,703
Alfriston,House,3,21,12,66,700,673,720,750,81,3.81,6.5432,0.1383,633,762
Alfriston,House,4,21,18,69,800,780,795,820,49,3.86,6.6832,0.0604,767,832
Alfriston,House,NA,60,18,57,567,380,395,709,247,3.77,6.2648,0.3784,407,679
Ardmore,House,4,6,3,21,723,683,810,850,205,3.73,6.5443,0.3392,553,874
Clevedon,House,3,6,6,24,728,743,750,750,66,3.65,6.5858,0.0982,678,774
Clevedon,House,NA,9,3,12,657,550,600,735,191,3.97,6.46,0.2823,528,773
Conifer Grove East,House,1,6,3,9,620,555,613,681,97,4,6.419,0.1569,552,682
Conifer Grove East,House,2,9,9,30,576,540,540,608,59,4,6.3515,0.098,537,613
Conifer Grove East,House,3,18,24,36,779,650,670,700,525,3.25,6.5615,0.373,550,910
Conifer Grove East,House,NA,30,9,27,703,640,733,750,71,4,6.5496,0.1033,652,749
Conifer Grove West,House,1,9,3,9,591,555,565,650,67,4.21,6.3765,0.1107,546,633
Conifer Grove West,House,2,9,9,9,623,605,620,635,30,4.17,6.4331,0.048,602,643
Conifer Grove West,House,3,21,15,45,740,715,750,758,35,3.9,6.6052,0.0486,715,764
Conifer Grove West,House,4,15,12,30,774,750,820,835,155,3.83,6.6173,0.3145,605,925
Conifer Grove West,House,NA,33,9,42,727,641,720,795,131,4,6.5728,0.1802,633,808
Drury,House,1,15,0,15,597,580,595,640,99,3.73,6.3771,0.1785,521,663
Drury,House,2,9,3,18,662,610,620,650,121,3.57,6.4824,0.1588,587,727
Drury,House,3,36,30,90,718,620,650,694,377,3.7,6.5255,0.257,574,811
Drury,House,4,36,18,63,804,730,755,815,150,3.99,6.6766,0.1581,713,883
Drury,House,NA,60,12,69,718,619,663,750,176,3.96,6.5525,0.2088,609,807
Drury Rural,House,1,6,3,9,603,471,513,790,228,3.98,6.3425,0.3734,442,731
Drury Rural,House,2,6,6,12,608,563,635,655,62,4,6.4062,0.1056,564,650
Drury Rural,House,3,15,30,81,665,590,665,690,102,3.88,6.4888,0.1525,593,729
Drury Rural,House,4,21,12,66,887,770,860,998,175,4,6.7715,0.184,771,988
Drury Rural,House,5+,6,6,24,981,901,955,1035,161,4,6.879,0.1607,872,1083
Drury Rural,House,NA,45,9,57,771,650,700,830,206,4.03,6.6194,0.2265,643,873
Glenbrook,House,2,12,6,27,570,498,550,650,118,3.78,6.3259,0.2019,488,640
Glenbrook,House,3,15,18,42,623,570,625,663,69,4,6.4289,0.1095,575,667
Glenbrook,House,4,12,6,27,883,685,750,775,615,2.99,6.6745,0.4008,604,1038
Glenbrook,House,NA,15,9,24,689,630,700,750,148,4,6.5119,0.2297,576,786
Hamilton Estate,Flat,2,6,3,12,436,408,440,469,76,4,6.0663,0.1798,382,487
Hamilton Estate,House,1,9,3,9,578,540,590,608,51,4,6.356,0.0878,543,611
Hamilton Estate,House,2,9,6,42,488,445,450,500,79,3.83,6.1806,0.1431,439,532
Hamilton Estate,House,3,21,30,93,584,565,600,650,136,3.99,6.2087,0.9666,259,954
Hamilton Estate,House,4,12,6,21,643,650,663,688,80,3.84,6.4572,0.14,580,700
Hamilton Estate,House,NA,6,6,12,666,623,683,700,58,4,6.4974,0.0877,625,704
Hillpark South,Flat,1,9,9,15,436,360,400,525,79,3.89,6.0638,0.1767,382,484
Hillpark South,Flat,2,15,9,48,538,505,520,575,40,3.8,6.2847,0.073,511,563
Hillpark South,House,1,6,3,9,566,501,538,601,116,4,6.321,0.1931,488,633
Hillpark South,House,2,18,12,54,563,523,568,600,82,3.69,6.3229,0.147,505,615
Hillpark South,House,3,27,15,75,710,660,690,730,100,3.72,6.5562,0.1324,643,769
Hillpark South,House,4,9,12,42,777,765,780,815,76,3.74,6.6513,0.1026,722,829
Hillpark South,House,NA,15,9,18,721,660,700,810,134,4,6.5639,0.1947,622,809
Hingaia,House,1,6,3,6,1090,845,980,1225,364,4.5,6.9556,0.3127,850,1295
Hingaia,House,2,9,0,6,808,798,800,825,32,4,6.6937,0.0397,786,829
Hingaia,House,3,6,6,15,856,750,860,995,157,4,6.7368,0.1934,740,960
Hingaia,House,4,15,12,54,945,830,890,950,216,4,6.8303,0.2094,804,1066
Hingaia,House,NA,18,9,30,920,820,860,895,221,4.09,6.8028,0.2024,785,1032
Karaka Lakes,House,1,9,3,9,820,690,895,895,148,4,6.6939,0.1892,711,917
Karaka Lakes,House,2,15,3,24,651,600,630,730,67,3.93,6.4739,0.1022,605,694
Karaka Lakes,House,3,12,12,36,703,640,678,751,82,4,6.5494,0.1118,648,754
Karaka Lakes,House,4,21,15,75,853,805,850,885,91,4,6.7432,0.1038,791,910
Karaka Lakes,House,5+,12,12,36,1035,900,985,1113,210,4,6.9254,0.1885,896,1156
Karaka Lakes,House,NA,54,12,84,819,703,813,900,149,4.01,6.6919,0.1852,711,913
Kawakawa Bay-Orere,House,2,12,9,30,543,496,538,584,85,3.56,6.2864,0.1541,484,596
Kawakawa Bay-Orere,House,NA,6,0,6,567,525,550,600,76,4.32,6.3338,0.1328,515,616
Kingseat-Karaka,House,2,9,9,15,632,550,650,720,110,3.54,6.4349,0.1822,551,705
Kingseat-Karaka,House,3,6,12,48,756,593,670,690,389,3.68,6.5506,0.3817,541,905
Kingseat-Karaka,House,4,15,9,33,797,750,750,850,133,3.83,6.6677,0.1698,701,882
Kingseat-Karaka,House,NA,18,6,30,768,735,790,813,145,4,6.6251,0.2045,657,865
Leabank,Apartment,2,9,6,18,198,124,162,180,154,4.01,5.103,0.6141,109,249
Leabank,Flat,2,6,0,33,523,503,535,550,50,4,6.2556,0.0986,487,557
Leabank,House,1,18,0,24,494,319,558,624,212,4,6.0823,0.565,299,641
Leabank,House,2,15,18,51,589,535,590,630,64,3.98,6.3731,0.1087,544,630
Leabank,House,3,87,78,264,638,620,660,700,137,4.02,6.4183,0.3359,489,769
Leabank,House,4,18,21,57,750,718,740,758,52,4,6.6183,0.0673,715,783
Leabank,House,NA,93,39,105,549,325,620,700,185,3.95,6.24,0.394,393,669
Manurewa Central,Flat,1,6,6,27,401,350,380,443,59,4,5.9837,0.1449,360,438
Manurewa Central,Flat,2,18,9,54,570,543,565,599,40,4,6.3429,0.0691,543,596
Manurewa Central,House,1,9,0,12,613,380,620,900,238,4,6.3482,0.4042,435,751
Manurewa Central,House,2,24,24,69,575,528,570,600,86,3.86,6.3445,0.1444,517,628
Manurewa Central,House,3,33,36,141,675,600,680,729,96,3.88,6.5062,0.1366,610,734
Manurewa Central,House,NA,21,12,36,611,540,595,683,98,3.96,6.4035,0.1584,543,672
Manurewa East,House,1,15,6,18,640,580,680,680,124,3.96,6.4425,0.207,546,722
Manurewa East,House,2,9,9,15,602,555,560,638,83,4,6.3929,0.131,547,653
Manurewa East,House,3,51,48,117,639,600,673,700,129,4.04,6.426,0.3057,503,759
Manurewa East,House,4,6,6,24,759,714,760,805,61,4,6.6293,0.0801,717,799
Manurewa East,House,NA,45,15,51,664,620,700,740,154,3.96,6.4552,0.3443,504,802
Manurewa South,Apartment,2,6,3,9,540,528,540,553,18,4,6.2911,0.0338,528,552
Manurewa South,Flat,1,6,0,33,411,364,388,435,70,4,6.0091,0.1611,365,454
Manurewa South,Flat,2,12,6,45,495,505,550,575,179,4,6.0675,0.6701,275,678
Manurewa South,House,1,18,0,24,632,593,618,671,110,4,6.4338,0.185,550,705
Manurewa South,House,2,39,18,90,549,550,560,600,120,3.88,6.2649,0.3457,416,664
Manurewa South,House,3,51,63,213,634,595,640,675,75,3.9,6.4435,0.1363,573,689
Manurewa South,House,4,12,24,60,791,763,788,843,71,4,6.6696,0.0906,741,838
Manurewa South,House,NA,54,21,78,643,525,680,750,140,3.9,6.4384,0.2564,526,743
Opaheke,House,1,6,0,6,651,591,660,708,266,3.71,6.3845,0.5099,420,836
Opaheke,House,3,30,33,84,679,648,680,700,67,3.98,6.5166,0.0993,632,723
Opaheke,House,4,21,12,48,840,700,750,785,478,3.43,6.6621,0.3195,631,970
Opaheke,House,NA,33,6,39,652,615,650,695,119,3.99,6.4522,0.2779,526,765
Pahurehure,House,1,6,3,6,660,595,608,718,115,4,6.4803,0.1662,583,730
