area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Glenfield South West,House,NA,15,9,30,758,683,720,805,125,4,6.6189,0.1559,674,832
Glenfield West,Flat,2,9,6,24,564,550,573,604,61,3.9,6.33,0.1177,518,608
Glenfield West,House,1,6,3,9,613,553,605,680,117,4,6.4033,0.1947,530,689
Glenfield West,House,2,24,18,57,602,585,610,635,55,3.85,6.3953,0.0947,562,639
Glenfield West,House,3,57,48,156,722,656,680,700,255,3.71,6.5537,0.1988,614,803
Glenfield West,House,4,18,15,48,644,406,750,805,229,3.61,6.3878,0.4445,441,802
Glenfield West,House,5+,6,3,9,703,703,850,850,295,3.9,6.4491,0.5923,424,943
Glenfield West,House,NA,6,15,15,643,595,630,688,88,4,6.459,0.1355,583,700
Henderson Larnoch,Flat,2,6,0,15,537,505,530,565,60,3.93,6.2812,0.1118,496,576
Henderson Larnoch,House,1,9,3,15,478,423,520,625,211,4.26,5.9891,0.7548,240,664
Henderson Larnoch,House,2,15,15,51,599,520,580,600,113,4.12,6.3812,0.172,526,663
Henderson Larnoch,House,3,63,66,243,640,600,630,670,54,3.88,6.4584,0.0824,604,675
Henderson Larnoch,House,4,6,3,48,724,700,715,745,86,4,6.5792,0.1186,665,780
Henderson Larnoch,House,NA,45,9,72,610,580,650,750,197,3.98,6.3297,0.4854,404,778
Henderson Lincoln West,Flat,2,6,6,12,534,500,520,558,40,4,6.2775,0.0743,506,560
Henderson Lincoln West,House,1,12,6,15,614,584,600,644,88,4.22,6.4107,0.1444,552,671
Henderson Lincoln West,House,2,21,18,48,521,520,540,570,111,3.73,6.203,0.4189,373,656
Henderson Lincoln West,House,3,54,45,210,663,603,650,700,129,3.86,6.4745,0.2382,552,761
Henderson Lincoln West,House,4,15,6,60,688,700,720,800,190,3.83,6.4455,0.5561,433,917
Henderson Lincoln West,House,NA,45,21,51,587,568,620,695,199,3.99,6.2664,0.5645,360,771
Henderson Valley,House,2,6,3,6,573,518,540,595,88,3.75,6.3418,0.1452,515,626
Hobsonville Point,Apartment,1,36,9,45,644,530,560,606,346,3.29,6.3964,0.3277,481,748
Hobsonville Point,Apartment,2,48,12,69,653,600,620,655,95,3.86,6.4725,0.1317,592,707
Hobsonville Point,Apartment,NA,6,0,6,783,598,675,860,322,4,6.6066,0.3732,575,952
Hobsonville Point,House,1,66,6,69,637,539,615,670,147,3.78,6.4339,0.206,542,715
Hobsonville Point,House,2,72,21,105,676,630,650,680,109,3.89,6.5075,0.1278,615,730
Hobsonville Point,House,3,57,24,129,808,703,740,803,309,3.78,6.6591,0.2311,667,911
Hobsonville Point,House,4,42,27,96,861,800,850,885,64,3.85,6.7553,0.0721,818,901
Hobsonville Point,House,5+,21,6,36,1024,980,1020,1073,94,3.63,6.928,0.0911,960,1085
Hobsonville Point,House,NA,282,24,324,733,640,700,820,173,4.16,6.5697,0.2368,608,837
Mairangi Bay North,House,2,9,3,30,641,630,650,673,109,3.86,6.4498,0.1857,558,717
Mairangi Bay North,House,3,18,18,60,812,739,785,885,243,3.7,6.6494,0.3487,610,977
Mairangi Bay North,House,4,21,21,63,980,850,965,1100,198,3.84,6.8687,0.1967,842,1098
Mairangi Bay North,House,5+,9,3,18,1075,975,1100,1200,184,2.97,6.9664,0.1819,938,1199
Mairangi Bay North,House,NA,15,3,21,949,890,950,1000,137,4,6.8454,0.1518,848,1041
Mairangi Bay South,House,2,12,9,18,640,550,605,684,133,3.65,6.4431,0.1912,552,715
Mairangi Bay South,House,3,15,21,39,807,750,790,870,79,3.88,6.6885,0.0967,752,857
Mairangi Bay South,House,4,27,18,66,994,900,1000,1100,294,3.75,6.8394,0.4107,708,1232
Mairangi Bay South,House,5+,6,0,24,1197,993,1000,1300,362,4,7.0544,0.2708,965,1390
Mairangi Bay South,House,NA,12,9,21,829,673,840,900,200,3.68,6.6916,0.249,681,953
Massey Central,House,2,9,6,15,606,520,560,675,166,4.23,6.3751,0.2694,490,704
Massey Central,House,3,63,57,216,610,573,630,650,91,3.76,6.4023,0.1604,541,672
Massey Central,House,4,18,12,42,712,638,745,766,112,3.8,6.5549,0.1672,628,787
Massey Central,House,5+,6,3,15,913,800,875,988,250,4,6.7889,0.2685,741,1064
Massey Central,House,NA,24,9,33,647,575,650,690,87,4,6.4633,0.1299,587,700
Massey East,House,2,21,18,36,591,573,580,620,133,4,6.3434,0.3301,455,711
Massey East,House,3,39,30,153,648,593,640,690,76,3.89,6.4676,0.113,597,695
Massey East,House,4,9,9,51,770,680,780,870,144,4,6.6288,0.2016,660,867
