area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Campbells Bay,House,3,6,6,45,836,773,838,950,129,4,6.717,0.1637,740,923
Campbells Bay,House,4,15,12,45,1125,1020,1100,1183,254,4.03,7.001,0.2356,936,1287
Campbells Bay,House,5+,9,3,15,1139,1050,1150,1250,157,4.04,7.0293,0.1393,1028,1240
Cape Hill,House,1,12,0,15,718,691,740,758,107,4.47,6.565,0.1617,636,792
Cape Hill,House,3,6,9,33,667,658,668,676,38,3.97,6.5011,0.0582,640,693
Cape Hill,House,4,18,27,48,732,713,730,758,29,3.95,6.5953,0.04,712,752
Cape Hill,House,NA,6,3,6,656,630,645,713,113,4,6.4728,0.1802,573,731
Cape Rodney,House,1,12,3,18,598,534,580,638,137,4.1,6.3695,0.227,501,680
Cape Rodney,House,2,6,6,24,556,480,595,633,97,4.09,6.3068,0.1849,484,621
Cape Rodney,House,3,15,24,60,562,470,600,650,115,3.77,6.3099,0.2245,473,640
Cape Rodney,House,4,6,6,24,2172,700,700,1000,3463,3.97,7.0306,1.0489,557,2294
Castor Bay,House,1,21,3,30,833,510,920,1060,320,4.22,6.6497,0.4044,588,1015
Castor Bay,House,2,12,15,48,732,580,643,743,280,4.14,6.547,0.2991,570,853
Castor Bay,House,3,24,24,81,867,680,875,935,255,3.88,6.7256,0.2893,686,1013
Castor Bay,House,4,24,27,105,1125,905,1095,1260,318,4.16,6.9902,0.2693,906,1302
Castor Bay,House,5+,6,9,24,1223,975,1100,1400,330,3.7,7.0799,0.2555,1000,1411
Chapel Downs,House,1,24,0,27,714,655,745,758,111,4.04,6.5588,0.161,633,786
Chapel Downs,House,3,30,36,141,719,689,700,750,51,3.86,6.5754,0.0702,684,752
Chapel Downs,House,4,12,9,33,778,753,780,815,55,4.02,6.6544,0.072,739,815
Chapel Downs,House,NA,6,6,15,687,623,690,773,115,4.03,6.5197,0.1731,604,762
Chatswood,House,1,12,6,12,825,823,850,968,244,4.73,6.6633,0.3669,611,1003
Chatswood,House,2,6,6,12,613,605,635,643,56,3.36,6.415,0.0958,573,652
Chatswood,House,4,15,24,48,863,825,900,980,181,3.92,6.7329,0.2586,705,1000
Cheltenham,Flat,2,6,6,33,649,579,695,710,103,3.29,6.4644,0.1678,573,719
Cheltenham,House,1,9,3,12,694,620,680,715,109,4.71,6.5326,0.1435,624,757
Cheltenham,House,2,6,9,18,703,650,665,696,93,4,6.5487,0.1208,644,758
Clarks Beach,House,1,15,0,15,577,450,580,625,160,4.11,6.3238,0.2745,463,671
Clarks Beach,House,3,12,9,27,618,583,613,650,61,4.1,6.4215,0.0944,577,655
Clarks Beach,House,4,9,12,21,751,730,750,765,39,3.82,6.6201,0.051,725,776
Clendon Park East,House,1,15,3,18,608,550,595,660,92,3.98,6.4002,0.1441,546,663
Clendon Park East,House,3,15,27,114,614,565,610,654,59,4,6.4151,0.0978,572,653
Clendon Park North,House,1,27,3,27,620,565,620,695,87,4.11,6.4195,0.145,557,677
Clendon Park North,House,3,45,45,180,668,640,670,695,59,4.01,6.5007,0.0857,628,705
Clendon Park North,House,NA,12,6,18,741,653,772,813,110,4,6.5976,0.1551,660,814
Clendon Park West,House,1,24,3,24,653,615,650,655,80,3.93,6.4756,0.1096,603,699
Clendon Park West,House,2,6,3,9,578,560,580,598,61,3.31,6.3544,0.1076,535,618
Clendon Park West,House,3,24,42,111,676,625,660,700,85,3.91,6.5081,0.1243,617,729
Clevedon,House,2,6,6,15,546,513,553,586,49,4.27,6.3,0.091,512,579
Clevedon,House,3,9,0,30,697,600,650,765,111,3.64,6.5354,0.1549,621,765
Clover Park North,House,1,15,3,18,581,595,670,690,222,3.99,6.2218,0.6657,321,789
Clover Park North,House,3,30,33,147,724,625,680,730,463,3.37,6.4854,0.4173,495,869
Clover Park North,House,NA,9,3,30,611,635,675,735,236,4,6.2525,0.7766,308,877
Clover Park South,House,1,15,0,18,627,575,630,680,83,4.01,6.4321,0.1401,565,683
Clover Park South,House,2,6,6,21,538,500,525,573,44,4,6.2842,0.0804,508,566
Clover Park South,House,3,33,36,144,695,650,680,750,52,3.65,6.5408,0.0742,659,728
Clover Park South,House,4,6,3,27,833,773,815,875,89,3.97,6.7203,0.1048,772,890
Cloverlea (Auckland),House,1,15,0,18,704,640,680,793,108,4.13,6.5462,0.1533,628,772
Cloverlea (Auckland),House,2,6,0,15,540,515,530,545,72,4,6.2844,0.1294,491,585
Cloverlea (Auckland),House,3,15,21,57,644,600,630,650,73,3.64,6.4612,0.1087,595,689
Cloverlea (Auckland),House,4,12,12,48,731,680,730,760,65,3.83,6.5907,0.0875,687,773
Coatesville,House,1,12,0,15,909,650,803,1150,296,4.81,6.7647,0.3219,698,1077
Coatesville,House,2,12,9,33,660,594,625,658,103,3.5,6.4822,0.1373,596,717
Coatesville,House,3,6,3,21,731,630,673,774,151,4,6.58,0.1937,632,821
Coatesville,House,4,9,3,24,865,725,825,990,169,3.77,6.7468,0.1911,748,968
Coatesville,House,5+,6,3,18,1860,1560,2025,2325,647,4.88,7.4722,0.4078,1336,2315
Cockle Bay,Flat,2,6,3,27,571,550,570,591,25,2.48,6.3471,0.0431,554,588
Cockle Bay,House,1,18,6,24,676,520,610,723,224,4.27,6.4715,0.2982,529,790
Cockle Bay,House,2,21,9,45,567,495,570,595,71,3.63,6.3338,0.1231,518,612
Cockle Bay,House,3,12,15,51,730,703,730,755,74,3.35,6.5884,0.1003,679,777
Cockle Bay,House,4,6,3,42,875,853,875,913,77,3.84,6.7709,0.09,821,927
Cockle Bay,House,5+,6,3,12,919,856,950,1013,258,4,6.7893,0.3102,721,1095
Conifer Grove East,House,1,27,3,27,634,570,650,698,111,3.93,6.436,0.1917,548,710
Conifer Grove East,House,2,9,9,27,589,540,595,600,59,4,6.374,0.0971,549,626
Conifer Grove East,House,3,9,12,39,662,623,650,715,64,4,6.4913,0.0986,617,705
Conifer Grove East,House,NA,15,9,21,699,650,720,750,59,4,6.5468,0.0864,658,739
Conifer Grove West,House,1,24,3,24,651,555,625,714,111,3.95,6.4658,0.1652,575,719
Conifer Grove West,House,2,6,9,12,606,599,605,613,10,4.25,6.4072,0.0169,599,613
Conifer Grove West,House,3,21,12,42,724,695,750,750,43,4.12,6.5835,0.0607,694,753
Conifer Grove West,House,4,15,9,30,742,750,780,820,161,3.78,6.5695,0.3457,565,900
Conifer Grove West,House,NA,12,9,33,718,640,720,780,144,4.01,6.5582,0.199,616,806
Dairy Flat North,House,1,27,3,30,805,490,800,1000,373,4.49,6.5627,0.5551,487,1030
Dairy Flat North,House,2,15,3,48,605,580,600,650,105,3.92,6.3872,0.2057,517,683
Dairy Flat North,House,3,27,9,63,769,720,775,820,83,3.96,6.6395,0.1086,711,823
Dairy Flat North,House,4,69,21,144,910,850,880,920,169,4,6.7997,0.1622,805,1001
Dairy Flat North,House,5+,12,15,45,1234,1000,1125,1368,327,3.74,7.0894,0.2387,1021,1409
Dairy Flat North,House,NA,18,12,63,779,678,765,874,182,4.09,6.6316,0.2344,648,889
Dairy Flat South,House,1,6,3,9,617,494,633,715,172,4,6.3903,0.2896,490,725
Dairy Flat West,House,1,9,0,9,687,550,690,710,182,4.29,6.5053,0.2404,569,786
Dairy Flat West,House,4,9,12,30,1003,730,870,1075,424,3.75,6.8478,0.3644,737,1204
Dannemora North,House,1,6,0,6,908,855,875,933,79,4,6.8086,0.0832,856,958
Dannemora North,House,3,9,6,24,765,750,780,795,47,3.69,6.6381,0.0651,731,798
Dannemora North,House,4,21,18,84,835,796,845,860,53,3.54,6.7252,0.063,798,869
Dannemora South,House,1,18,0,18,817,805,865,961,217,4.18,6.661,0.3329,624,978
Dannemora South,House,4,27,27,102,827,800,840,860,96,3.96,6.7105,0.1284,753,895
Dannemora South,House,5+,9,12,30,992,890,950,995,206,3.24,6.8834,0.1813,864,1103
Dannemora South,House,NA,6,3,12,873,828,910,955,123,4,6.7633,0.1492,783,957
Devonport,Apartment,2,15,12,33,720,650,690,800,102,3.9,6.5696,0.1424,648,785
Devonport,Flat,1,9,9,30,598,415,460,630,373,3.67,6.2803,0.451,394,724
Devonport,Flat,2,9,9,48,641,608,650,693,91,4,6.4543,0.1509,574,704
Devonport,House,1,33,0,36,834,650,800,950,290,4.79,6.6636,0.3729,609,1007
Devonport,House,2,9,9,30,786,693,795,875,141,4,6.6535,0.1803,687,876
Devonport,House,3,12,18,51,869,774,885,936,244,3.88,6.7228,0.3381,662,1044
Devonport,House,4,9,12,30,1152,1100,1200,1250,151,3.6,7.0413,0.1413,1039,1257
Dingwall,House,1,27,0,33,654,640,670,700,132,3.97,6.4384,0.3887,481,813
Dingwall,House,2,15,12,48,456,380,510,585,170,3.48,6.0108,0.5747,277,601
Dingwall,House,3,27,33,111,688,665,700,720,61,3.88,6.5297,0.0946,643,730
Dingwall,House,4,24,12,51,776,750,788,820,80,3.95,6.649,0.1115,716,832
Dingwall,House,NA,6,12,33,720,713,775,868,296,4,6.4437,0.6774,398,993
Dome Valley-Matakana,House,1,9,3,9,848,658,745,938,256,3.58,6.7085,0.2733,681,985
Dome Valley-Matakana,House,3,9,9,21,813,650,700,850,241,4.44,6.6657,0.2763,652,946
Dome Valley-Matakana,House,4,6,3,18,816,780,820,856,112,3.42,6.6974,0.1403,737,891
Donegal Park,House,1,27,0,30,749,570,630,895,272,4.09,6.5586,0.3555,555,896
Donegal Park,House,2,21,18,66,569,520,565,590,111,3.58,6.327,0.1832,494,633
Donegal Park,House,3,18,12,72,699,680,700,746,58,3.89,6.5463,0.0867,657,739
Donegal Park,House,4,9,15,60,802,780,810,825,33,3.88,6.6859,0.0412,779,824
Donegal Park,House,5+,9,3,30,1196,1220,1300,1300,298,4.25,7.046,0.3329,917,1437
Donegal Park,House,NA,15,12,33,1027,780,1100,1225,278,4,6.8972,0.2885,815,1202
Drury,House,1,45,0,48,676,615,650,745,124,4.4,6.4999,0.179,589,750
Drury,House,2,12,6,21,612,599,615,643,39,3.9,6.4141,0.0646,584,638
Drury,House,3,36,27,90,725,620,655,696,387,3.72,6.5327,0.2634,575,821
Drury,House,4,36,21,66,801,720,745,795,165,4,6.6697,0.172,702,885
Drury,House,NA,33,18,57,692,596,660,738,138,4.01,6.5212,0.1927,597,774
Drury Rural,House,1,24,0,27,721,650,680,850,135,4.75,6.5636,0.1876,625,804
Drury Rural,House,3,27,30,81,761,625,680,850,245,3.8,6.5963,0.2681,611,878
Drury Rural,House,4,18,18,60,896,775,878,999,173,4.02,6.7817,0.1832,779,998
Drury Rural,House,NA,27,12,45,780,650,680,830,240,4.04,6.6236,0.2563,633,895
East Tamaki,Apartment,2,6,9,21,555,500,545,600,66,3.98,6.3138,0.1176,510,598
East Tamaki,House,1,6,0,6,680,613,715,783,136,4,6.5057,0.2136,579,773
East Tamaki Heights,House,1,12,0,15,931,780,795,1033,228,3.93,6.8127,0.2203,784,1055
East Tamaki Heights,House,3,6,12,48,753,750,760,785,67,3.74,6.6196,0.0957,703,800
East Tamaki Heights,House,4,6,15,51,2208,835,865,895,3327,1.62,7.1377,0.9649,656,2413
East Tamaki Heights,House,5+,9,9,27,1069,850,1100,1215,355,3.23,6.9239,0.3488,803,1286
East Tamaki Heights,House,NA,9,9,18,811,600,860,890,254,4,6.6578,0.2982,637,952
Eastern Beach,House,1,9,3,9,829,650,750,995,246,4.26,6.6819,0.2846,658,967
Eastern Beach,House,2,9,9,30,766,655,695,835,177,3.99,6.621,0.2151,649,868
Eastern Beach,House,3,18,15,60,703,680,745,800,180,3.65,6.509,0.3537,529,852
Eastern Beach,House,4,12,15,36,922,770,960,1030,211,3.96,6.8015,0.2354,767,1054
Eastern Beach,House,NA,6,15,21,744,665,723,801,170,4,6.5924,0.226,626,850
Eden Park,Apartment,2,9,6,27,647,590,650,730,87,3,6.4644,0.1371,585,704
Eden Park,House,1,33,3,33,749,580,695,790,326,3.95,6.5582,0.3278,565,879
Eden Park,House,2,9,9,24,652,585,665,688,82,4.13,6.4736,0.1239,596,704
Eden Park,House,3,12,15,48,915,760,918,986,283,3.63,6.7821,0.2745,733,1061
Eden Terrace,Apartment,1,99,147,360,521,470,515,580,105,3.77,6.2347,0.2077,443,587
Eden Terrace,Apartment,2,156,153,411,672,595,650,750,118,3.83,6.4952,0.1774,587,746
Eden Terrace,Apartment,3,15,24,39,867,750,830,970,193,4,6.7458,0.199,744,973
Eden Terrace,Apartment,NA,18,18,48,645,584,658,695,116,3.96,6.4531,0.1899,558,721
Eden Terrace,Boarding House,1,24,18,18,325,308,350,355,64,2.35,5.7606,0.2329,271,372
Eden Terrace,Boarding House,NA,15,21,9,344,330,340,350,22,2.24,5.8375,0.0608,329,357
Eden Terrace,Flat,1,12,12,39,445,366,458,505,94,3.67,6.0773,0.2145,377,504
Eden Terrace,Flat,2,9,12,33,616,593,600,650,45,4,6.4217,0.0732,585,646
Eden Terrace,Flat,3,15,9,18,368,250,250,260,296,3.82,5.7318,0.5369,215,443
Eden Terrace,House,1,162,18,186,584,460,563,700,184,4.04,6.3195,0.3239,446,691
Eden Terrace,House,2,30,45,99,681,645,700,725,80,3.61,6.5172,0.1219,623,735
Eden Terrace,House,4,6,3,12,516,280,324,560,425,2.02,6.0435,0.6827,266,668
Eden Terrace,House,5,15,9,15,288,230,300,350,68,2.89,5.6324,0.2558,235,332
Eden Terrace,House,NA,51,54,96,653,560,650,720,191,4,6.4455,0.2645,527,753
Eden Terrace,Room,1,9,6,18,321,238,260,305,171,3.46,5.6838,0.4127,223,388
Eden Valley,Apartment,1,30,24,66,482,453,500,525,53,3.44,6.1725,0.1142,444,518
Eden Valley,Apartment,2,12,9,24,539,505,560,610,159,3.6,6.2082,0.5158,351,704
Eden Valley,Flat,1,18,21,96,485,431,475,494,88,3.74,6.17,0.1694,427,536
Eden Valley,Flat,2,6,3,33,486,454,568,600,218,4,6.0642,0.6422,279,663
Eden Valley,House,1,30,9,42,582,348,513,588,387,4.04,6.2102,0.5445,345,719
Eden Valley,House,2,15,9,33,674,620,680,775,122,3.99,6.4968,0.1957,581,757
Eden Valley,House,3,9,6,42,905,780,780,980,207,3.6,6.7872,0.2097,770,1021
Eden Valley,House,4,12,9,36,1059,925,990,1278,209,3.79,6.9475,0.1931,913,1185
Eden Valley,House,5+,6,3,18,1186,1112,1175,1249,164,3.58,7.071,0.1378,1073,1292
Ellerslie Central,Apartment,1,9,6,9,576,550,550,620,42,3.85,6.3546,0.0722,548,604
Ellerslie Central,Apartment,2,6,6,18,624,560,650,655,58,3.61,6.4319,0.0945,583,662
Ellerslie Central,Flat,1,6,9,21,471,416,473,480,73,3.11,6.1449,0.1499,421,516
Ellerslie Central,Flat,2,6,12,42,472,423,533,575,189,3.99,6.0233,0.6588,265,644
Ellerslie Central,House,1,39,6,42,693,520,650,700,238,4.13,6.491,0.3147,533,815
Ellerslie Central,House,2,15,15,42,645,640,700,748,175,4.15,6.409,0.4167,458,804
Ellerslie Central,House,3,45,30,120,814,735,800,940,125,3.95,6.6885,0.1784,712,906
Ellerslie Central,House,4,9,12,48,851,750,865,990,219,3.87,6.7142,0.2728,686,990
Ellerslie Central,House,5+,6,6,12,915,240,915,1590,779,2.93,6.4261,1.0917,296,1290
Ellerslie Central,House,NA,9,12,27,823,695,740,830,230,4,6.6856,0.2393,681,941
Ellerslie East,Apartment,2,12,6,18,565,531,570,598,51,3.62,6.3337,0.0897,530,598
Ellerslie East,Flat,1,6,6,12,463,465,465,476,34,2,6.1343,0.0756,438,486
Ellerslie East,Flat,2,21,27,99,563,545,565,583,49,3.94,6.3303,0.0891,529,596
Ellerslie East,House,1,45,3,42,637,550,595,720,121,4.13,6.439,0.1858,552,709
Ellerslie East,House,2,15,18,57,615,550,620,645,79,3.8,6.4135,0.1331,558,667
Ellerslie East,House,3,24,39,123,744,723,750,779,71,3.88,6.6066,0.1046,690,794
Ellerslie East,House,4,6,6,27,1002,931,975,1000,129,4.14,6.903,0.1211,917,1080
Ellerslie South,Apartment,2,9,12,39,543,525,550,560,52,3.73,6.2924,0.0967,506,577
Ellerslie South,Flat,2,18,15,66,570,544,575,600,49,3.87,6.3422,0.0862,536,602
Ellerslie South,House,1,36,0,48,709,585,698,836,157,4.04,6.5403,0.2237,596,805
Ellerslie South,House,2,18,21,75,675,600,670,720,94,3.76,6.5058,0.1403,609,735
Ellerslie South,House,3,33,39,108,773,720,750,820,111,4,6.6406,0.1349,699,838
Ellerslie South,House,4,9,12,27,902,848,850,935,142,3.91,6.7943,0.1505,807,988
Ellerslie South,House,NA,6,12,21,711,543,688,890,185,3.91,6.5369,0.2635,578,824
Ellerslie West,Apartment,1,27,21,30,546,490,550,580,85,4.01,6.2909,0.1535,487,599
Ellerslie West,Apartment,NA,12,9,18,524,441,520,570,91,4,6.2486,0.1675,462,579
Ellerslie West,House,1,39,18,51,561,440,540,680,125,4.04,6.3058,0.2242,471,637
Ellerslie West,House,2,18,18,36,723,705,750,750,49,3.7,6.5804,0.0718,687,757
Ellerslie West,House,NA,30,27,45,543,440,550,596,104,4.02,6.2802,0.1917,469,608
Epsom Central-North,Apartment,2,12,12,36,607,588,603,628,42,4.18,6.4065,0.0696,578,635
Epsom Central-North,Apartment,3,6,0,9,748,478,830,1100,429,3.96,6.443,0.7417,381,1036
Epsom Central-North,Boarding House,1,6,6,9,223,215,230,230,10,4,5.4078,0.047,216,230
Epsom Central-North,Flat,1,9,9,27,440,395,450,458,72,3.78,6.0758,0.1584,391,484
Epsom Central-North,Flat,2,9,12,66,684,615,620,760,99,3.61,6.5187,0.14,617,745
Epsom Central-North,House,1,33,6,36,988,670,910,1350,384,4.07,6.8213,0.3956,702,1198
Epsom Central-North,House,2,15,15,51,660,595,665,750,157,3.75,6.4551,0.3159,514,787
Epsom Central-North,House,3,9,18,75,897,760,785,1050,242,3.9,6.7704,0.2485,737,1031
Epsom Central-North,House,4,24,30,69,1093,959,1030,1238,193,3.49,6.9819,0.1771,956,1214
Epsom Central-North,House,5+,9,9,33,1300,980,1200,1595,521,3.85,7.1051,0.3759,945,1570
Epsom Central-North,House,NA,9,12,36,1140,990,1100,1325,208,4,7.0238,0.1815,994,1269
Epsom Central-South,Apartment,1,6,0,6,510,498,500,513,27,3.46,6.2334,0.0519,492,528
Epsom Central-South,Flat,1,6,9,21,513,490,520,550,43,3.82,6.238,0.0847,483,542
Epsom Central-South,Flat,2,9,15,60,579,550,560,600,42,4,6.3598,0.0706,551,606
Epsom Central-South,House,1,27,0,36,866,560,800,1050,392,4.42,6.682,0.3991,610,1044
Epsom Central-South,House,2,12,15,39,629,600,650,650,68,3.74,6.4375,0.1161,578,676
Epsom Central-South,House,3,24,24,84,894,844,900,960,123,3.79,6.787,0.1387,807,973
Epsom Central-South,House,4,21,21,66,1127,978,1100,1290,199,4.31,7.0122,0.1777,985,1251
Epsom Central-South,House,5+,12,12,30,1262,1174,1200,1438,178,3.95,7.1312,0.1398,1138,1374
Epsom Central-South,House,NA,6,12,15,924,709,935,1150,262,4,6.7972,0.2902,736,1089
Epsom East,Apartment,1,15,6,15,613,450,695,720,146,4.02,6.3879,0.2711,495,714
Epsom East,Apartment,2,15,12,30,784,578,850,925,199,3.89,6.6322,0.2674,634,909
Epsom East,Apartment,3,6,0,6,665,570,668,763,131,4,6.4849,0.2,572,750
Epsom East,Flat,2,15,12,60,605,580,600,630,43,3.93,6.4036,0.0706,576,633
Epsom East,House,1,30,0,33,944,669,783,988,490,4.06,6.7632,0.3878,666,1124
Epsom East,House,2,12,15,36,677,620,668,750,65,4,6.5137,0.0947,633,719
Epsom East,House,3,21,18,42,882,803,895,900,162,3.82,6.7653,0.1896,763,986
Epsom East,House,4,15,9,39,1169,1050,1170,1200,218,3.93,7.0482,0.1795,1020,1299
Epsom East,House,NA,12,18,45,805,684,715,813,299,3.85,6.637,0.3354,608,956
Epsom North,Apartment,1,9,6,18,511,475,520,550,46,3.7,6.2322,0.0919,478,541
Epsom North,Apartment,2,15,12,60,692,655,700,723,64,3.79,6.5357,0.0913,648,733
Epsom North,Apartment,3,6,3,15,891,795,835,931,144,4,6.7835,0.1532,796,979
Epsom North,Boarding House,1,75,69,51,279,245,285,285,33,2.57,5.6244,0.1124,257,299
Epsom North,Flat,1,6,9,30,449,420,453,481,49,3.73,6.102,0.1101,415,481
Epsom North,Flat,2,12,18,66,694,595,628,710,167,3.68,6.52,0.2106,589,782
Epsom North,Flat,3,12,9,21,694,650,680,738,68,3.27,6.5375,0.0969,647,737
Epsom North,House,1,27,3,30,876,615,750,1000,431,4.05,6.6912,0.3936,618,1050
Epsom North,House,2,9,9,33,759,633,700,800,191,4,6.6079,0.2263,636,863
Epsom North,House,3,9,15,48,1158,795,900,1030,842,2.86,6.9209,0.4743,736,1395
Epsom North,House,5,6,9,6,970,350,805,1425,782,4,6.5902,0.9008,396,1336
Epsom North,House,NA,6,6,24,810,735,825,900,107,4,6.6904,0.1337,735,881
Epsom South,Flat,2,6,6,45,641,614,650,653,63,4,6.4583,0.0973,597,681
Epsom South,House,1,18,3,21,934,686,883,1128,317,4.5,6.7832,0.3525,696,1120
Epsom South,House,2,6,6,24,838,663,705,913,285,4.28,6.6903,0.3016,656,986
Epsom South,House,3,15,24,51,845,750,895,910,253,4,6.6921,0.3374,642,1012
Epsom South,House,4,15,6,39,1035,995,1060,1098,84,3.8,6.9393,0.0834,976,1092
Epsom South,House,NA,6,12,15,1004,958,1015,1061,89,3.78,6.9085,0.0906,941,1064
Fairview Heights,House,1,21,0,21,826,600,820,1100,304,4.59,6.6352,0.4464,563,1029
Fairview Heights,House,2,6,3,30,628,500,525,603,289,4,6.3751,0.3787,455,758
Fairview Heights,House,3,12,15,42,840,793,843,895,96,4,6.7268,0.116,772,902
Fairview Heights,House,4,21,21,63,896,850,900,950,120,4,6.7878,0.1583,797,987
Fairview Heights,House,5+,12,24,54,1159,1013,1140,1288,169,4.15,7.0459,0.1431,1043,1264
Fairview Heights,House,NA,15,9,42,741,333,770,1140,394,4.03,6.43,0.6693,395,974
Farm Cove,House,1,24,6,24,871,721,873,905,216,4.16,6.7428,0.2306,726,991
Farm Cove,House,2,6,3,18,639,628,650,661,57,3.93,6.4564,0.0913,599,677
Farm Cove,House,3,21,15,51,740,693,730,770,75,4.08,6.6015,0.0995,688,787
Farm Cove,House,4,12,12,33,826,750,825,948,122,3.75,6.7066,0.1511,739,906
Farm Cove,House,5+,6,3,12,1188,983,1195,1400,246,4.21,7.0633,0.2093,1014,1345
Farm Cove,House,NA,9,9,18,848,850,875,890,78,4,6.7387,0.0993,790,903
Favona East,House,1,12,0,15,637,599,630,668,94,4,6.4469,0.1487,571,697
Favona East,House,4,6,9,33,814,793,843,853,61,4,6.699,0.0789,770,856
Favona North,House,1,9,0,12,607,535,610,685,118,4,6.392,0.1998,522,683
Favona North,House,3,15,15,57,655,620,675,690,52,4.16,6.4815,0.0829,617,691
Favona North,House,4,9,9,27,712,663,750,825,206,3.78,6.4935,0.4825,477,915
Favona West,House,1,30,6,33,588,528,593,645,100,3.98,6.356,0.2283,494,672
Favona West,House,2,15,18,36,550,550,550,565,141,3.67,6.2447,0.4597,378,703
Favona West,House,3,15,18,69,655,630,670,695,61,4,6.4809,0.0941,612,695
Favona West,House,NA,27,12,57,618,600,640,665,111,4,6.3921,0.3342,477,748
Ferguson,House,1,18,0,18,616,510,598,685,151,4,6.3941,0.2454,507,706
Ferguson,House,2,12,12,21,609,590,600,626,92,3.59,6.4024,0.1435,548,665
Ferguson,House,3,15,30,90,677,640,690,700,84,4.01,6.51,0.1309,615,734
Ferguson,House,4,6,6,24,776,715,738,873,86,3.89,6.6493,0.1087,718,831
Ferguson,House,NA,9,6,24,603,545,650,675,133,4,6.3774,0.247,498,695
Forrest Hill East,Apartment,2,9,0,12,589,560,580,610,37,3.72,6.3761,0.0615,564,613
Forrest Hill East,Flat,2,6,15,54,590,573,590,615,28,3.69,6.3792,0.0482,571,609
Forrest Hill East,House,1,30,3,33,799,650,755,943,232,4.15,6.643,0.2876,632,932
Forrest Hill East,House,2,21,18,66,635,590,620,650,90,3.88,6.4455,0.1293,577,687
Forrest Hill East,House,3,30,39,126,776,726,760,850,82,3.79,6.6483,0.1067,718,829
Forrest Hill East,House,4,24,30,84,862,795,855,913,148,4.01,6.7434,0.1853,749,961
Forrest Hill East,House,5+,6,6,18,1058,934,990,1146,175,4.08,6.9524,0.1581,940,1163
Forrest Hill East,House,NA,6,9,15,881,760,855,1015,202,4,6.757,0.2347,734,1008
Forrest Hill North,House,1,15,3,18,852,745,860,918,148,4.17,6.7331,0.1746,746,945
Forrest Hill North,House,2,6,6,21,576,538,605,635,98,3.5,6.3408,0.1897,499,645
